dataset_name,seed,fold_id,model,task_type,n_train,n_test,n_classes,accuracy,balanced_accuracy,macro_f1,macro_precision,macro_recall,mcc,auroc_macro_ovr,auprc_macro_ovr,log_loss,brier_multiclass,fit_seconds,pred_seconds,model_params_json,notes
thyroid,45,2,orf_style,multiclass,193,22,3,0.9545454545454546,0.9777777777777779,0.9408866995073892,0.9166666666666666,0.9777777777777779,0.9152086306448588,1.0,1.0,0.28414054090813856,0.14793636363636375,19.692430736497045,0.021884560585021973,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.045
thyroid,45,3,orf_style,multiclass,193,22,3,0.9545454545454546,0.9777777777777779,0.9514687100893998,0.9333333333333332,0.9777777777777779,0.9147029422212679,0.9904761904761905,0.9962962962962963,0.43113055536875194,0.22854545454545472,16.36243913322687,0.02051973156630993,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.136
thyroid,45,4,orf_style,multiclass,193,22,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2977094117333679,0.1496750000000002,18.43320345133543,0.020779868587851524,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.136
thyroid,45,5,orf_style,multiclass,194,21,3,0.9523809523809523,0.9777777777777779,0.9408866995073891,0.9166666666666666,0.9777777777777779,0.9055613299573086,0.9962962962962963,0.9986111111111112,0.3864729259598586,0.21066904761904784,18.23099529184401,0.0199741218239069,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.190
thyroid,45,6,orf_style,multiclass,194,21,3,0.9523809523809523,0.9777777777777779,0.9408866995073891,0.9166666666666666,0.9777777777777779,0.9055613299573086,1.0,1.0,0.3596893510302738,0.19585714285714304,17.783438654616475,0.01953442394733429,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.190
thyroid,45,7,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3240002163017317,0.1686785714285716,17.625079546123743,0.01941443234682083,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.143
thyroid,45,8,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33127332097147094,0.17616190476190496,17.754436891525984,0.019185718148946762,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.143
thyroid,45,9,orf_style,multiclass,194,21,3,0.9523809523809523,0.8888888888888888,0.9225806451612902,0.9791666666666666,0.8888888888888888,0.8941021220482384,1.0,1.0,0.3082034482641371,0.15900952380952402,18.218918219208717,0.020072951912879944,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":45}",pred_mismatch_rate=0.095
thyroid,46,0,orf_style,multiclass,193,22,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3173246820744262,0.16537272727272745,17.618474017828703,0.02050785720348358,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.136
thyroid,46,1,orf_style,multiclass,193,22,3,0.9545454545454546,0.9777777777777779,0.9514687100893998,0.9333333333333332,0.9777777777777779,0.9147029422212679,0.9904761904761905,0.9962962962962963,0.4489633992956483,0.2152113636363638,17.28803689777851,0.021531937643885612,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.136
thyroid,46,2,orf_style,multiclass,193,22,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31093250638377934,0.1624500000000002,17.33255221322179,0.02184540592133999,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.136
thyroid,46,3,orf_style,multiclass,193,22,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30359755750159095,0.15725454545454565,18.040755309164524,0.020308351144194603,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.136
thyroid,46,4,orf_style,multiclass,193,22,3,0.9545454545454546,0.8888888888888888,0.9225806451612902,0.9791666666666666,0.8888888888888888,0.9065471553673686,1.0,1.0,0.276317328040222,0.13810909090909107,19.07514913752675,0.0217216145247221,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.091
thyroid,46,5,orf_style,multiclass,194,21,3,0.9523809523809523,0.9777777777777779,0.9408866995073892,0.9166666666666666,0.9777777777777779,0.9055613299573086,0.9962962962962963,0.9986111111111112,0.3315556742300071,0.17249285714285728,18.531144009903073,0.02099606953561306,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.238
thyroid,46,6,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3269325749937326,0.1708261904761907,17.424590151757002,0.020829834043979645,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.143
thyroid,46,7,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32463723681192896,0.17010714285714304,17.87429143115878,0.01981550268828869,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.143
thyroid,46,8,orf_style,multiclass,194,21,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37024547070780744,0.20357380952380974,17.506617486476898,0.019048599526286125,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.143
thyroid,46,9,orf_style,multiclass,194,21,3,0.9523809523809523,0.9777777777777779,0.9408866995073891,0.9166666666666666,0.9777777777777779,0.9055613299573086,1.0,1.0,0.3768021591793562,0.19707857142857166,19.18864431232214,0.020416077226400375,"{""n_estimators"":100,""max_depth"":6,""min_samples_split"":10,""min_samples_leaf"":1,""l1_strength"":0.2,""weighted_bootstrap"":false,""bootstrap_temperature"":1.0,""n_tries"":10,""top_k_features"":0,""random_state"":46}",pred_mismatch_rate=0.190
